job_id,product_id,process_name,assigned_factory,candidate_line,candidate_factory,raw_start,duration,start_after_push,end_after_push,delta
J1082,P05,final_inspection,F1,V12,F1,19507.0,60.0,19507.0,19567.0,60.0
J1132,P09,wafer_saw,F2,M1,F2,0.0,80.0,0.0,80.0,80.0
J1132,P09,die_attach,F2,M2,F2,80.0,90.0,80.0,170.0,90.0
J1132,P09,wire_bond,F2,M3,F2,170.0,190.0,390.0,580.0,190.0
J1132,P09,wire_bond,F2,M4,F2,170.0,190.0,390.0,580.0,190.0
J1132,P09,molding,F2,M5,F2,580.0,130.0,630.0,760.0,130.0
J1132,P09,rinse,F2,M6,F2,760.0,50.0,760.0,810.0,50.0
J1132,P09,coating,F2,M7,F2,810.0,150.0,930.0,1080.0,150.0
J1132,P09,trim_form,F2,M8,F2,1080.0,90.0,1110.0,1200.0,90.0
J1132,P09,laser_marking,F2,M9,F2,1200.0,90.0,1200.0,1290.0,90.0
J1132,P09,electrical_test,F2,M10,F2,1290.0,60.0,1350.0,1410.0,60.0
J1132,P09,final_inspection,F2,M11,F2,1410.0,60.0,1410.0,1470.0,60.0
J1133,P09,wafer_saw,F2,M1,F2,83.0,80.0,83.0,163.0,80.0
J1133,P09,die_attach,F2,M2,F2,174.0,90.0,210.0,300.0,90.0
J1133,P09,wire_bond,F2,M3,F2,585.0,190.0,630.0,820.0,190.0
J1133,P09,wire_bond,F2,M4,F2,300.0,190.0,390.0,580.0,190.0
J1133,P09,molding,F2,M5,F2,767.0,130.0,767.0,897.0,130.0
J1133,P09,rinse,F2,M6,F2,903.0,50.0,930.0,980.0,50.0
J1133,P09,coating,F2,M7,F2,1089.0,150.0,1110.0,1260.0,150.0
J1133,P09,trim_form,F2,M8,F2,1265.0,90.0,1350.0,1440.0,90.0
J1133,P09,laser_marking,F2,M9,F2,1442.0,90.0,1442.0,1532.0,90.0
J1133,P09,electrical_test,F2,M10,F2,1535.0,60.0,1535.0,1595.0,60.0
J1133,P09,final_inspection,F2,M11,F2,1598.0,60.0,1650.0,1710.0,60.0
J1134,P09,wafer_saw,F2,M1,F2,166.0,80.0,210.0,290.0,80.0
J1134,P09,die_attach,F2,M2,F2,304.0,90.0,390.0,480.0,90.0
J1134,P09,wire_bond,F2,M3,F2,585.0,190.0,630.0,820.0,190.0
J1134,P09,wire_bond,F2,M4,F2,585.0,190.0,630.0,820.0,190.0
J1134,P09,molding,F2,M5,F2,904.0,130.0,930.0,1060.0,130.0
J1134,P09,rinse,F2,M6,F2,1066.0,50.0,1110.0,1160.0,50.0
J1134,P09,coating,F2,M7,F2,1269.0,150.0,1350.0,1500.0,150.0
J1134,P09,trim_form,F2,M8,F2,1505.0,90.0,1505.0,1595.0,90.0
J1134,P09,laser_marking,F2,M9,F2,1597.0,90.0,1650.0,1740.0,90.0
J1134,P09,electrical_test,F2,M10,F2,1743.0,60.0,1830.0,1890.0,60.0
J1134,P09,final_inspection,F2,M11,F2,1893.0,60.0,1893.0,1953.0,60.0
J1135,P09,wafer_saw,F2,M1,F2,293.0,80.0,390.0,470.0,80.0
J1135,P09,die_attach,F2,M2,F2,484.0,90.0,484.0,574.0,90.0
J1135,P09,wire_bond,F2,M3,F2,825.0,190.0,1110.0,1300.0,190.0
J1135,P09,wire_bond,F2,M4,F2,585.0,190.0,630.0,820.0,190.0
J1135,P09,molding,F2,M5,F2,1067.0,130.0,1110.0,1240.0,130.0
J1135,P09,rinse,F2,M6,F2,1246.0,50.0,1246.0,1296.0,50.0
J1135,P09,coating,F2,M7,F2,1509.0,150.0,1650.0,1800.0,150.0
J1135,P09,trim_form,F2,M8,F2,1805.0,90.0,1830.0,1920.0,90.0
J1135,P09,laser_marking,F2,M9,F2,1922.0,90.0,1922.0,2012.0,90.0
J1135,P09,electrical_test,F2,M10,F2,2015.0,60.0,2070.0,2130.0,60.0
J1135,P09,final_inspection,F2,M11,F2,2133.0,60.0,2133.0,2193.0,60.0
J1136,P09,wafer_saw,F2,M1,F2,473.0,80.0,473.0,553.0,80.0
J1136,P09,die_attach,F2,M2,F2,578.0,90.0,630.0,720.0,90.0
J1136,P09,wire_bond,F2,M3,F2,825.0,190.0,1110.0,1300.0,190.0
J1136,P09,wire_bond,F2,M4,F2,825.0,190.0,1110.0,1300.0,190.0
J1136,P09,molding,F2,M5,F2,1307.0,130.0,1350.0,1480.0,130.0
J1136,P09,rinse,F2,M6,F2,1486.0,50.0,1486.0,1536.0,50.0
J1136,P09,coating,F2,M7,F2,1809.0,150.0,1830.0,1980.0,150.0
J1136,P09,trim_form,F2,M8,F2,1985.0,90.0,2070.0,2160.0,90.0
J1136,P09,laser_marking,F2,M9,F2,2162.0,90.0,2162.0,2252.0,90.0
J1136,P09,electrical_test,F2,M10,F2,2255.0,60.0,2255.0,2315.0,60.0
J1136,P09,final_inspection,F2,M11,F2,2318.0,60.0,2370.0,2430.0,60.0
J1137,P09,wafer_saw,F2,M1,F2,556.0,80.0,630.0,710.0,80.0
J1137,P09,die_attach,F2,M2,F2,724.0,90.0,724.0,814.0,90.0
J1137,P09,wire_bond,F2,M3,F2,1305.0,190.0,1350.0,1540.0,190.0
J1137,P09,wire_bond,F2,M4,F2,825.0,190.0,1110.0,1300.0,190.0
J1137,P09,molding,F2,M5,F2,1487.0,130.0,1487.0,1617.0,130.0
J1137,P09,rinse,F2,M6,F2,1623.0,50.0,1650.0,1700.0,50.0
J1137,P09,coating,F2,M7,F2,1989.0,150.0,2070.0,2220.0,150.0
J1137,P09,trim_form,F2,M8,F2,2225.0,90.0,2225.0,2315.0,90.0
J1137,P09,laser_marking,F2,M9,F2,2317.0,90.0,2370.0,2460.0,90.0
J1137,P09,electrical_test,F2,M10,F2,2463.0,60.0,2550.0,2610.0,60.0
J1137,P09,final_inspection,F2,M11,F2,2613.0,60.0,2613.0,2673.0,60.0
J1138,P09,wafer_saw,F2,M1,F2,713.0,80.0,713.0,793.0,80.0
J1138,P09,die_attach,F2,M2,F2,818.0,90.0,930.0,1020.0,90.0
J1138,P09,wire_bond,F2,M3,F2,1305.0,190.0,1350.0,1540.0,190.0
J1138,P09,wire_bond,F2,M4,F2,1305.0,190.0,1350.0,1540.0,190.0
J1138,P09,molding,F2,M5,F2,1624.0,130.0,1650.0,1780.0,130.0
J1138,P09,rinse,F2,M6,F2,1786.0,50.0,1830.0,1880.0,50.0
J1138,P09,coating,F2,M7,F2,2229.0,150.0,2370.0,2520.0,150.0
J1138,P09,trim_form,F2,M8,F2,2525.0,90.0,2550.0,2640.0,90.0
J1138,P09,laser_marking,F2,M9,F2,2642.0,90.0,2642.0,2732.0,90.0
J1138,P09,electrical_test,F2,M10,F2,2735.0,60.0,2790.0,2850.0,60.0
J1138,P09,final_inspection,F2,M11,F2,2853.0,60.0,2853.0,2913.0,60.0
J1139,P09,wafer_saw,F2,M1,F2,796.0,80.0,796.0,876.0,80.0
J1139,P09,die_attach,F2,M2,F2,1024.0,90.0,1110.0,1200.0,90.0
J1139,P09,wire_bond,F2,M3,F2,1545.0,190.0,1830.0,2020.0,190.0
J1139,P09,wire_bond,F2,M4,F2,1305.0,190.0,1350.0,1540.0,190.0
J1139,P09,molding,F2,M5,F2,1787.0,130.0,1830.0,1960.0,130.0
J1139,P09,rinse,F2,M6,F2,1966.0,50.0,1966.0,2016.0,50.0
J1139,P09,coating,F2,M7,F2,2529.0,150.0,2550.0,2700.0,150.0
J1139,P09,trim_form,F2,M8,F2,2705.0,90.0,2790.0,2880.0,90.0
J1139,P09,laser_marking,F2,M9,F2,2882.0,90.0,2882.0,2972.0,90.0
J1139,P09,electrical_test,F2,M10,F2,2975.0,60.0,2975.0,3035.0,60.0
J1139,P09,final_inspection,F2,M11,F2,3038.0,60.0,3090.0,3150.0,60.0
J1140,P09,wafer_saw,F2,M1,F2,879.0,80.0,930.0,1010.0,80.0
J1140,P09,die_attach,F2,M2,F2,1204.0,90.0,1204.0,1294.0,90.0
J1140,P09,wire_bond,F2,M3,F2,1545.0,190.0,1830.0,2020.0,190.0
J1140,P09,wire_bond,F2,M4,F2,1545.0,190.0,1830.0,2020.0,190.0
J1140,P09,molding,F2,M5,F2,2027.0,130.0,2070.0,2200.0,130.0
J1140,P09,rinse,F2,M6,F2,2206.0,50.0,2206.0,2256.0,50.0
J1140,P09,coating,F2,M7,F2,2709.0,150.0,2790.0,2940.0,150.0
J1140,P09,trim_form,F2,M8,F2,2945.0,90.0,2945.0,3035.0,90.0
J1140,P09,laser_marking,F2,M9,F2,3037.0,90.0,3090.0,3180.0,90.0
J1140,P09,electrical_test,F2,M10,F2,3183.0,60.0,3270.0,3330.0,60.0
J1140,P09,final_inspection,F2,M11,F2,3333.0,60.0,3333.0,3393.0,60.0
J1141,P09,wafer_saw,F2,M1,F2,1013.0,80.0,1110.0,1190.0,80.0
J1141,P09,die_attach,F2,M2,F2,1298.0,90.0,1350.0,1440.0,90.0
J1141,P09,wire_bond,F2,M3,F2,2025.0,190.0,2070.0,2260.0,190.0
J1141,P09,wire_bond,F2,M4,F2,1545.0,190.0,1830.0,2020.0,190.0
J1141,P09,molding,F2,M5,F2,2207.0,130.0,2207.0,2337.0,130.0
J1141,P09,rinse,F2,M6,F2,2343.0,50.0,2370.0,2420.0,50.0
J1141,P09,coating,F2,M7,F2,2949.0,150.0,3090.0,3240.0,150.0
J1141,P09,trim_form,F2,M8,F2,3245.0,90.0,3270.0,3360.0,90.0
J1141,P09,laser_marking,F2,M9,F2,3362.0,90.0,3362.0,3452.0,90.0
J1141,P09,electrical_test,F2,M10,F2,3455.0,60.0,3510.0,3570.0,60.0
J1141,P09,final_inspection,F2,M11,F2,3573.0,60.0,3573.0,3633.0,60.0
J1142,P09,wafer_saw,F2,M1,F2,1193.0,80.0,1193.0,1273.0,80.0
J1142,P09,die_attach,F2,M2,F2,1444.0,90.0,1444.0,1534.0,90.0
J1142,P09,wire_bond,F2,M3,F2,2025.0,190.0,2070.0,2260.0,190.0
J1142,P09,wire_bond,F2,M4,F2,2025.0,190.0,2070.0,2260.0,190.0
J1142,P09,molding,F2,M5,F2,2344.0,130.0,2370.0,2500.0,130.0
J1142,P09,rinse,F2,M6,F2,2506.0,50.0,2550.0,2600.0,50.0
J1142,P09,coating,F2,M7,F2,3249.0,150.0,3270.0,3420.0,150.0
J1142,P09,trim_form,F2,M8,F2,3425.0,90.0,3510.0,3600.0,90.0
J1142,P09,laser_marking,F2,M9,F2,3602.0,90.0,3602.0,3692.0,90.0
J1142,P09,electrical_test,F2,M10,F2,3695.0,60.0,3695.0,3755.0,60.0
J1142,P09,final_inspection,F2,M11,F2,3758.0,60.0,3810.0,3870.0,60.0
J1143,P09,wafer_saw,F2,M1,F2,1276.0,80.0,1350.0,1430.0,80.0
J1143,P09,die_attach,F2,M2,F2,1538.0,90.0,1650.0,1740.0,90.0
J1143,P09,wire_bond,F2,M3,F2,2265.0,190.0,2550.0,2740.0,190.0
J1143,P09,wire_bond,F2,M4,F2,2025.0,190.0,2070.0,2260.0,190.0
J1143,P09,molding,F2,M5,F2,2507.0,130.0,2550.0,2680.0,130.0
J1143,P09,rinse,F2,M6,F2,2686.0,50.0,2686.0,2736.0,50.0
J1143,P09,coating,F2,M7,F2,3429.0,150.0,3510.0,3660.0,150.0
J1143,P09,trim_form,F2,M8,F2,3665.0,90.0,3665.0,3755.0,90.0
J1143,P09,laser_marking,F2,M9,F2,3757.0,90.0,3810.0,3900.0,90.0
J1143,P09,electrical_test,F2,M10,F2,3903.0,60.0,3990.0,4050.0,60.0
J1143,P09,final_inspection,F2,M11,F2,4053.0,60.0,4053.0,4113.0,60.0
J1144,P09,wafer_saw,F2,M1,F2,1433.0,80.0,1433.0,1513.0,80.0
J1144,P09,die_attach,F2,M2,F2,1744.0,90.0,1830.0,1920.0,90.0
J1144,P09,wire_bond,F2,M3,F2,2265.0,190.0,2550.0,2740.0,190.0
J1144,P09,wire_bond,F2,M4,F2,2265.0,190.0,2550.0,2740.0,190.0
J1144,P09,molding,F2,M5,F2,2747.0,130.0,2790.0,2920.0,130.0
J1144,P09,rinse,F2,M6,F2,2926.0,50.0,2926.0,2976.0,50.0
J1144,P09,coating,F2,M7,F2,3669.0,150.0,3810.0,3960.0,150.0
J1144,P09,trim_form,F2,M8,F2,3965.0,90.0,3990.0,4080.0,90.0
J1144,P09,laser_marking,F2,M9,F2,4082.0,90.0,4082.0,4172.0,90.0
J1144,P09,electrical_test,F2,M10,F2,4175.0,60.0,4230.0,4290.0,60.0
J1144,P09,final_inspection,F2,M11,F2,4293.0,60.0,4293.0,4353.0,60.0
J1145,P09,wafer_saw,F2,M1,F2,1516.0,80.0,1516.0,1596.0,80.0
J1145,P09,die_attach,F2,M2,F2,1924.0,90.0,1924.0,2014.0,90.0
J1145,P09,wire_bond,F2,M3,F2,2745.0,190.0,2790.0,2980.0,190.0
J1145,P09,wire_bond,F2,M4,F2,2265.0,190.0,2550.0,2740.0,190.0
J1145,P09,molding,F2,M5,F2,2927.0,130.0,2927.0,3057.0,130.0
J1145,P09,rinse,F2,M6,F2,3063.0,50.0,3090.0,3140.0,50.0
J1145,P09,coating,F2,M7,F2,3969.0,150.0,3990.0,4140.0,150.0
J1145,P09,trim_form,F2,M8,F2,4145.0,90.0,4230.0,4320.0,90.0
J1145,P09,laser_marking,F2,M9,F2,4322.0,90.0,4322.0,4412.0,90.0
J1145,P09,electrical_test,F2,M10,F2,4415.0,60.0,4415.0,4475.0,60.0
J1145,P09,final_inspection,F2,M11,F2,4478.0,60.0,4530.0,4590.0,60.0
J1146,P09,wafer_saw,F2,M1,F2,1599.0,80.0,1650.0,1730.0,80.0
J1146,P09,die_attach,F2,M2,F2,2018.0,90.0,2070.0,2160.0,90.0
J1146,P09,wire_bond,F2,M3,F2,2745.0,190.0,2790.0,2980.0,190.0
J1146,P09,wire_bond,F2,M4,F2,2745.0,190.0,2790.0,2980.0,190.0
J1146,P09,molding,F2,M5,F2,3064.0,130.0,3090.0,3220.0,130.0
J1146,P09,rinse,F2,M6,F2,3226.0,50.0,3270.0,3320.0,50.0
J1146,P09,coating,F2,M7,F2,4149.0,150.0,4230.0,4380.0,150.0
J1146,P09,trim_form,F2,M8,F2,4385.0,90.0,4385.0,4475.0,90.0
J1146,P09,laser_marking,F2,M9,F2,4477.0,90.0,4530.0,4620.0,90.0
J1146,P09,electrical_test,F2,M10,F2,4623.0,60.0,4710.0,4770.0,60.0
J1146,P09,final_inspection,F2,M11,F2,4773.0,60.0,4773.0,4833.0,60.0
J1163,P11,wafer_saw,F2,M1,F2,1740.0,80.0,1830.0,1910.0,80.0
J1163,P11,die_attach,F2,M2,F2,2172.0,90.0,2172.0,2262.0,90.0
J1163,P11,wire_bond,F2,M3,F2,2995.0,190.0,3270.0,3460.0,190.0
J1163,P11,wire_bond,F2,M4,F2,2755.0,190.0,2790.0,2980.0,190.0
J1163,P11,molding,F2,M5,F2,3238.0,130.0,3270.0,3400.0,130.0
J1163,P11,rinse,F2,M6,F2,3415.0,50.0,3415.0,3465.0,50.0
J1163,P11,coating,F2,M7,F2,4405.0,150.0,4530.0,4680.0,150.0
J1163,P11,trim_form,F2,M8,F2,4695.0,90.0,4710.0,4800.0,90.0
J1163,P11,laser_marking,F2,M9,F2,4805.0,90.0,4805.0,4895.0,90.0
J1163,P11,electrical_test,F2,M10,F2,4905.0,60.0,4950.0,5010.0,60.0
J1163,P11,final_inspection,F2,M11,F2,5020.0,60.0,5020.0,5080.0,60.0
J1164,P11,wafer_saw,F2,M1,F2,1913.0,80.0,1913.0,1993.0,80.0
J1164,P11,die_attach,F2,M2,F2,2266.0,90.0,2370.0,2460.0,90.0
J1164,P11,wire_bond,F2,M3,F2,2995.0,190.0,3270.0,3460.0,190.0
J1164,P11,wire_bond,F2,M4,F2,2985.0,190.0,3270.0,3460.0,190.0
J1164,P11,molding,F2,M5,F2,3467.0,130.0,3510.0,3640.0,130.0
J1164,P11,rinse,F2,M6,F2,3646.0,50.0,3646.0,3696.0,50.0
J1164,P11,coating,F2,M7,F2,4689.0,150.0,4710.0,4860.0,150.0
J1164,P11,trim_form,F2,M8,F2,4865.0,90.0,4950.0,5040.0,90.0
J1164,P11,laser_marking,F2,M9,F2,5042.0,90.0,5042.0,5132.0,90.0
J1164,P11,electrical_test,F2,M10,F2,5135.0,60.0,5135.0,5195.0,60.0
J1164,P11,final_inspection,F2,M11,F2,5198.0,60.0,5250.0,5310.0,60.0
J1165,P11,wafer_saw,F2,M1,F2,1996.0,80.0,2070.0,2150.0,80.0
J1165,P11,die_attach,F2,M2,F2,2464.0,90.0,2550.0,2640.0,90.0
J1165,P11,wire_bond,F2,M3,F2,3465.0,190.0,3510.0,3700.0,190.0
J1165,P11,wire_bond,F2,M4,F2,2985.0,190.0,3270.0,3460.0,190.0
J1165,P11,molding,F2,M5,F2,3647.0,130.0,3647.0,3777.0,130.0
J1165,P11,rinse,F2,M6,F2,3783.0,50.0,3810.0,3860.0,50.0
J1165,P11,coating,F2,M7,F2,4869.0,150.0,4950.0,5100.0,150.0
J1165,P11,trim_form,F2,M8,F2,5105.0,90.0,5105.0,5195.0,90.0
J1165,P11,laser_marking,F2,M9,F2,5197.0,90.0,5250.0,5340.0,90.0
J1165,P11,electrical_test,F2,M10,F2,5343.0,60.0,5430.0,5490.0,60.0
J1165,P11,final_inspection,F2,M11,F2,5493.0,60.0,5493.0,5553.0,60.0
J1166,P11,wafer_saw,F2,M1,F2,2153.0,80.0,2153.0,2233.0,80.0
J1166,P11,die_attach,F2,M2,F2,2644.0,90.0,2644.0,2734.0,90.0
J1166,P11,wire_bond,F2,M3,F2,3465.0,190.0,3510.0,3700.0,190.0
J1166,P11,wire_bond,F2,M4,F2,3465.0,190.0,3510.0,3700.0,190.0
J1166,P11,molding,F2,M5,F2,3784.0,130.0,3810.0,3940.0,130.0
J1166,P11,rinse,F2,M6,F2,3946.0,50.0,3990.0,4040.0,50.0
J1166,P11,coating,F2,M7,F2,5109.0,150.0,5250.0,5400.0,150.0
J1166,P11,trim_form,F2,M8,F2,5405.0,90.0,5430.0,5520.0,90.0
J1166,P11,laser_marking,F2,M9,F2,5522.0,90.0,5522.0,5612.0,90.0
J1166,P11,electrical_test,F2,M10,F2,5615.0,60.0,5670.0,5730.0,60.0
J1166,P11,final_inspection,F2,M11,F2,5733.0,60.0,5733.0,5793.0,60.0
J1167,P11,wafer_saw,F2,M1,F2,2236.0,80.0,2236.0,2316.0,80.0
J1167,P11,die_attach,F2,M2,F2,2738.0,90.0,2790.0,2880.0,90.0
J1167,P11,wire_bond,F2,M3,F2,3705.0,190.0,3990.0,4180.0,190.0
J1167,P11,wire_bond,F2,M4,F2,3465.0,190.0,3510.0,3700.0,190.0
J1167,P11,molding,F2,M5,F2,3947.0,130.0,3990.0,4120.0,130.0
J1167,P11,rinse,F2,M6,F2,4126.0,50.0,4126.0,4176.0,50.0
J1167,P11,coating,F2,M7,F2,5409.0,150.0,5430.0,5580.0,150.0
J1167,P11,trim_form,F2,M8,F2,5585.0,90.0,5670.0,5760.0,90.0
J1167,P11,laser_marking,F2,M9,F2,5762.0,90.0,5762.0,5852.0,90.0
J1167,P11,electrical_test,F2,M10,F2,5855.0,60.0,5855.0,5915.0,60.0
J1167,P11,final_inspection,F2,M11,F2,5918.0,60.0,5970.0,6030.0,60.0
J1168,P11,wafer_saw,F2,M1,F2,2319.0,80.0,2370.0,2450.0,80.0
J1168,P11,die_attach,F2,M2,F2,2884.0,90.0,2884.0,2974.0,90.0
J1168,P11,wire_bond,F2,M3,F2,3705.0,190.0,3990.0,4180.0,190.0
J1168,P11,wire_bond,F2,M4,F2,3705.0,190.0,3990.0,4180.0,190.0
J1168,P11,molding,F2,M5,F2,4187.0,130.0,4230.0,4360.0,130.0
J1168,P11,rinse,F2,M6,F2,4366.0,50.0,4366.0,4416.0,50.0
J1168,P11,coating,F2,M7,F2,5589.0,150.0,5670.0,5820.0,150.0
J1168,P11,trim_form,F2,M8,F2,5825.0,90.0,5825.0,5915.0,90.0
J1168,P11,laser_marking,F2,M9,F2,5917.0,90.0,5970.0,6060.0,90.0
J1168,P11,electrical_test,F2,M10,F2,6063.0,60.0,6150.0,6210.0,60.0
J1168,P11,final_inspection,F2,M11,F2,6213.0,60.0,6213.0,6273.0,60.0
J1169,P11,wafer_saw,F2,M1,F2,2453.0,80.0,2550.0,2630.0,80.0
J1169,P11,die_attach,F2,M2,F2,2978.0,90.0,3090.0,3180.0,90.0
J1169,P11,wire_bond,F2,M3,F2,4185.0,190.0,4230.0,4420.0,190.0
J1169,P11,wire_bond,F2,M4,F2,3705.0,190.0,3990.0,4180.0,190.0
J1169,P11,molding,F2,M5,F2,4367.0,130.0,4367.0,4497.0,130.0
J1169,P11,rinse,F2,M6,F2,4503.0,50.0,4530.0,4580.0,50.0
J1169,P11,coating,F2,M7,F2,5829.0,150.0,5970.0,6120.0,150.0
J1169,P11,trim_form,F2,M8,F2,6125.0,90.0,6150.0,6240.0,90.0
J1169,P11,laser_marking,F2,M9,F2,6242.0,90.0,6242.0,6332.0,90.0
J1169,P11,electrical_test,F2,M10,F2,6335.0,60.0,6390.0,6450.0,60.0
J1169,P11,final_inspection,F2,M11,F2,6453.0,60.0,6453.0,6513.0,60.0
J1170,P11,wafer_saw,F2,M1,F2,2633.0,80.0,2633.0,2713.0,80.0
J1170,P11,die_attach,F2,M2,F2,3184.0,90.0,3270.0,3360.0,90.0
J1170,P11,wire_bond,F2,M3,F2,4185.0,190.0,4230.0,4420.0,190.0
J1170,P11,wire_bond,F2,M4,F2,4185.0,190.0,4230.0,4420.0,190.0
J1170,P11,molding,F2,M5,F2,4504.0,130.0,4530.0,4660.0,130.0
J1170,P11,rinse,F2,M6,F2,4666.0,50.0,4710.0,4760.0,50.0
J1170,P11,coating,F2,M7,F2,6129.0,150.0,6150.0,6300.0,150.0
J1170,P11,trim_form,F2,M8,F2,6305.0,90.0,6390.0,6480.0,90.0
J1170,P11,laser_marking,F2,M9,F2,6482.0,90.0,6482.0,6572.0,90.0
J1170,P11,electrical_test,F2,M10,F2,6575.0,60.0,6575.0,6635.0,60.0
J1170,P11,final_inspection,F2,M11,F2,6638.0,60.0,6690.0,6750.0,60.0
J1171,P11,wafer_saw,F2,M1,F2,2716.0,80.0,2790.0,2870.0,80.0
J1171,P11,die_attach,F2,M2,F2,3364.0,90.0,3364.0,3454.0,90.0
J1171,P11,wire_bond,F2,M3,F2,4425.0,190.0,4710.0,4900.0,190.0
J1171,P11,wire_bond,F2,M4,F2,4185.0,190.0,4230.0,4420.0,190.0
J1171,P11,molding,F2,M5,F2,4667.0,130.0,4710.0,4840.0,130.0
J1171,P11,rinse,F2,M6,F2,4846.0,50.0,4846.0,4896.0,50.0
J1171,P11,coating,F2,M7,F2,6309.0,150.0,6390.0,6540.0,150.0
J1171,P11,trim_form,F2,M8,F2,6545.0,90.0,6545.0,6635.0,90.0
J1171,P11,laser_marking,F2,M9,F2,6637.0,90.0,6690.0,6780.0,90.0
J1171,P11,electrical_test,F2,M10,F2,6783.0,60.0,6870.0,6930.0,60.0
J1171,P11,final_inspection,F2,M11,F2,6933.0,60.0,6933.0,6993.0,60.0
J1172,P11,wafer_saw,F2,M1,F2,2873.0,80.0,2873.0,2953.0,80.0
J1172,P11,die_attach,F2,M2,F2,3458.0,90.0,3510.0,3600.0,90.0
J1172,P11,wire_bond,F2,M3,F2,4425.0,190.0,4710.0,4900.0,190.0
J1172,P11,wire_bond,F2,M4,F2,4425.0,190.0,4710.0,4900.0,190.0
J1172,P11,molding,F2,M5,F2,4907.0,130.0,4950.0,5080.0,130.0
J1172,P11,rinse,F2,M6,F2,5086.0,50.0,5086.0,5136.0,50.0
J1172,P11,coating,F2,M7,F2,6549.0,150.0,6690.0,6840.0,150.0
J1172,P11,trim_form,F2,M8,F2,6845.0,90.0,6870.0,6960.0,90.0
J1172,P11,laser_marking,F2,M9,F2,6962.0,90.0,6962.0,7052.0,90.0
J1172,P11,electrical_test,F2,M10,F2,7055.0,60.0,7110.0,7170.0,60.0
J1172,P11,final_inspection,F2,M11,F2,7173.0,60.0,7173.0,7233.0,60.0
J1173,P11,wafer_saw,F2,M1,F2,2956.0,80.0,2956.0,3036.0,80.0
J1173,P11,die_attach,F2,M2,F2,3604.0,90.0,3604.0,3694.0,90.0
J1173,P11,wire_bond,F2,M3,F2,4905.0,190.0,4950.0,5140.0,190.0
J1173,P11,wire_bond,F2,M4,F2,4425.0,190.0,4710.0,4900.0,190.0
J1173,P11,molding,F2,M5,F2,5087.0,130.0,5087.0,5217.0,130.0
J1173,P11,rinse,F2,M6,F2,5223.0,50.0,5250.0,5300.0,50.0
J1173,P11,coating,F2,M7,F2,6849.0,150.0,6870.0,7020.0,150.0
J1173,P11,trim_form,F2,M8,F2,7025.0,90.0,7110.0,7200.0,90.0
J1173,P11,laser_marking,F2,M9,F2,7202.0,90.0,7202.0,7292.0,90.0
J1173,P11,electrical_test,F2,M10,F2,7295.0,60.0,7295.0,7355.0,60.0
J1173,P11,final_inspection,F2,M11,F2,7358.0,60.0,7410.0,7470.0,60.0
J1174,P11,wafer_saw,F2,M1,F2,3039.0,80.0,3090.0,3170.0,80.0
J1174,P11,die_attach,F2,M2,F2,3698.0,90.0,3810.0,3900.0,90.0
J1174,P11,wire_bond,F2,M3,F2,4905.0,190.0,4950.0,5140.0,190.0
J1174,P11,wire_bond,F2,M4,F2,4905.0,190.0,4950.0,5140.0,190.0
J1174,P11,molding,F2,M5,F2,5224.0,130.0,5250.0,5380.0,130.0
J1174,P11,rinse,F2,M6,F2,5386.0,50.0,5430.0,5480.0,50.0
J1174,P11,coating,F2,M7,F2,7029.0,150.0,7110.0,7260.0,150.0
J1174,P11,trim_form,F2,M8,F2,7265.0,90.0,7265.0,7355.0,90.0
J1174,P11,laser_marking,F2,M9,F2,7357.0,90.0,7410.0,7500.0,90.0
J1174,P11,electrical_test,F2,M10,F2,7503.0,60.0,7590.0,7650.0,60.0
J1174,P11,final_inspection,F2,M11,F2,7653.0,60.0,7653.0,7713.0,60.0
J1175,P11,wafer_saw,F2,M1,F2,3173.0,80.0,3270.0,3350.0,80.0
J1175,P11,die_attach,F2,M2,F2,3904.0,90.0,3990.0,4080.0,90.0
J1175,P11,wire_bond,F2,M3,F2,5145.0,190.0,5430.0,5620.0,190.0
J1175,P11,wire_bond,F2,M4,F2,4905.0,190.0,4950.0,5140.0,190.0
J1175,P11,molding,F2,M5,F2,5387.0,130.0,5430.0,5560.0,130.0
J1175,P11,rinse,F2,M6,F2,5566.0,50.0,5566.0,5616.0,50.0
J1175,P11,coating,F2,M7,F2,7269.0,150.0,7410.0,7560.0,150.0
J1175,P11,trim_form,F2,M8,F2,7565.0,90.0,7590.0,7680.0,90.0
J1175,P11,laser_marking,F2,M9,F2,7682.0,90.0,7682.0,7772.0,90.0
J1175,P11,electrical_test,F2,M10,F2,7775.0,60.0,7830.0,7890.0,60.0
J1175,P11,final_inspection,F2,M11,F2,7893.0,60.0,7893.0,7953.0,60.0
J1176,P11,wafer_saw,F2,M1,F2,3353.0,80.0,3353.0,3433.0,80.0
J1176,P11,die_attach,F2,M2,F2,4084.0,90.0,4084.0,4174.0,90.0
J1176,P11,wire_bond,F2,M3,F2,5145.0,190.0,5430.0,5620.0,190.0
J1176,P11,wire_bond,F2,M4,F2,5145.0,190.0,5430.0,5620.0,190.0
J1176,P11,molding,F2,M5,F2,5627.0,130.0,5670.0,5800.0,130.0
J1176,P11,rinse,F2,M6,F2,5806.0,50.0,5806.0,5856.0,50.0
J1176,P11,coating,F2,M7,F2,7569.0,150.0,7590.0,7740.0,150.0
J1176,P11,trim_form,F2,M8,F2,7745.0,90.0,7830.0,7920.0,90.0
